YearMonth,Booking_Shipper,BKG_Shipper_Code,POL_Sales,POL,CTR,POD,DLY,TEU,等級
2025-09,"STAR-CONCORD LOGISTICS CO.,LTD.",SLCJ20,MINATO,YOK,KR,INC,INC,1,C
2025-09,SUN OCEAN - OSAKA,SOCJ02,MINATO,CHB,VN,HPH,HPH,2,C
2025-09,"SHINYEI SHIPPING CO.,LTD. TOKYO.",SSCJ51,MINATO,TYO,PH,MIP,MIP,1,C
2025-09,SSI INC.,SSI094,MINATO,OSA,KR,PUS,PUS,1,C
2025-09,"SUNCOSMO CO.,LTD.",SUNJ78,MINATO,UKB,ID,JKT,JKT,2,C
2025-09,"SUNCOSMO CO.,LTD.",SUNJ78,MINATO,YOK,ID,JKT,JKT,2,C
2025-09,SANWA SHIPPING,SWSJ11,MINATO,MAI,KR,PUS,PUS,2,C
2025-09,SANRITSU CORPORATION,SXXJ13,MINATO,YOK,SCN,HUA,HUA,1,C
2025-09,TRADIA CORPORATION,TCXJ25,MINATO,TKS,TH,BKK,BKK,1,C
2025-09,TOYO FUTO,TFXJ02,MINATO,HKT,MY,PKW,PKW,2,C
2025-09,"TOHO INTERNATIONAL CO.,LTD",THCJ77,MINATO,TOS,NCN,TAO,TAO,2,C
2025-09,TPO INC,TIJJ01,MINATO,TYO,KR,PUS,PUS,1,C
2025-09,TSURUSAKI KAIRIKU,TKJJ01,MINATO,OIT,ID,JKT,JKT,3,C
2025-09,SBS TOSHIBA LOGISTICS CORPORATION,TLCJ13,MINATO,SMN,IN,NSA,HDB,2,C
2025-09,TM SOLUTION CORP,TMSJ12,MINATO,YOK,IN,MUN,BDM,1,C
2025-09,"TOHWA TRADING CO.,LTD",TTCJ71,MINATO,SMZ,KR,PUS,PUS,1,C
2025-09,"TOKYO TOHO TRANSPORTATION & WAREHOUSE CO. ,LTD.",TTTJ04,MINATO,TMK,NCN,TAO,TAO,2,C
2025-09,TOYOSAWA,TYSJ10,MINATO,NGO,AE,JEA,JEA,1,C
2025-09,"TAIYO UNYU CO.,LTD.",TYUJ02,MINATO,THS,KR,PUS,PUS,2,C
2025-09,"WISMETTAC FOODS, INC.",WFXJ01,MINATO,SMZ,AE,JEA,JEA,1,C
2025-09,YUPO CORPORATION,YKCJ17,MINATO,TYO,KR,PUS,PUS,2,C
2025-09,"YOKOUN CO.,LTD. (TYO SALES)",YKTJ08,MINATO,AXT,NCN,SHA,SHA,2,C
2025-09,"KYOWA KAIUN CO.,LTD.",YOKKYK,MINATO,OSA,KR,INC,INC,1,C
2025-09,"YOS CO.,LTD.",YOSJ02,MINATO,YOK,KR,INC,INC,10,C
2025-09,"YOKOHAMA SHOSEN UNYU CO.,LTD.",YSUJ01,MINATO,TYO,KR,PUS,PUS,1,C
2025-09,"YASUDA WAREHOUSE CO.,LTD.",YWCJ01,MINATO,YOK,KR,PUS,PUS,1,C
2025-09,"ZEN TRANSPORT CO.,LTD.",ZTCJ02,MINATO,UKB,KR,INC,INC,2,C
2025-09,"ZEN TRANSPORT CO.,LTD.",ZTCJ02,MINATO,TKS,KR,INC,INC,1,C
2025-09,OCEAN LINKS LTD. (TOKYO),00OCEA,MUSATO,YOK,AE,JEA,JEA,2,C
2025-09,"BLUE EXPRESS, INC. (YOK)",BLUJ00,MUSATO,YKK,KR,PUS,PUS,1,C
2025-09,BUSINESS WORLD INC.,BSWJ01,MUSATO,YOK,PH,MIP,MIP,2,C
2025-09,CEVA LOGISTICS (TOKYO),CEVJ01,MUSATO,OSA,HK,HKG,HKG,2,C
2025-09,CEVA LOGISTICS (TOKYO),CEVJ01,MUSATO,TYO,NCN,SHA,SHA,5,C
2025-09,"GOTO KAISOTEN,LTD.",GKLJ02,MUSATO,YOK,KR,PUS,PUS,1,C
2025-09,"ITL CO.,LTD.",ICLJ51,MUSATO,TRG,KR,PUS,PUS,4,C
2025-09,ITOCHU CORPORATION TOKYO,ICXJ12,MUSATO,MOJ,KR,PUS,PUS,2,C
2025-09,"INTERNATIONAL EXPRESS CO.,LTD",IECJ00,MUSATO,IYM,KR,PUS,PUS,2,C
2025-09,"INTERNATIONAL EXPRESS CO., LTD.",IECJ01,MUSATO,TYO,KR,INC,INC,2,C
2025-09,"INTERNATIONAL EXPRESS CO., LTD.",IECJ01,MUSATO,YOK,KR,PUS,PUS,2,C
2025-09,HANEDA KOSAN,J70708,MUSATO,CHB,IN,MAA,MAA,2,C
2025-09,"KAIYO JAPAN CO.,LTD.",KAIY04,MUSATO,NGO,KR,KAN,KAN,10,C
2025-09,KANEMATSU LOGISTICS & INSURANCE LTD.,KLIJ02,MUSATO,TRG,KR,PUS,PUS,1,C
2025-09,KANEMATSU LOGISTICS & INSURANCE LTD.,KLIJ02,MUSATO,FKY,VN,HPH,HPH,4,C
2025-09,K-LINE LOGISTICS,KLLJ05,MUSATO,YOK,KR,INC,INC,1,C
2025-09,K-LINE LOGISTICS,KLLJ05,MUSATO,TRG,KR,PUS,PUS,1,C
2025-09,"MARUZEN SHOWA UNYU CO., LTD.",MSUJ01,MUSATO,TYO,KR,USN,USN,1,C
2025-09,"RIKISAN TSUSHO CO.,LTD.",RTOJ01,MUSATO,CHB,PK,KHI,KHI,9,C
2025-09,"SGH GLOBAL JAPAN CO.,LTD.",SCBJ01,MUSATO,NGO,KR,INC,INC,1,C
2025-09,"SGH GLOBAL JAPAN CO.,LTD.",SCBJ01,MUSATO,HKT,KR,PUS,PUS,1,C
2025-09,SUTTONS INTERNATIONAL (JAPAN) K.K.,SIKJ02,MUSATO,YAT,NCN,SHA,SHA,2,C
2025-09,SUTTONS INTERNATIONAL (JAPAN) K.K.,SIKJ02,MUSATO,TYO,IN,NSA,NSA,6,C
2025-09,SUTTONS INTERNATIONAL (JAPAN) K.K.,SIKJ02,MUSATO,NGO,IN,NSA,NSA,2,C
2025-09,SINOTRANS JAPAN,STJJ02,MUSATO,SBS,NCN,SHA,SHA,2,C
2025-09,"TOA CO., LTD",TOAJ01,MUSATO,TMK,MY,PKW,PKW,2,C
2025-09,"TOKYO REPLUS CO.,LTD.",TRPJ00,MUSATO,MIZ,NCN,SHA,SHA,2,C
2025-09,"TAIHEIYO SHIPPING CO.,LTD.",TSGJ11,MUSATO,TYO,KR,INC,INC,2,C
2025-09,"TAIHEIYO SHIPPING CO.,LTD.",TSGJ11,MUSATO,TYO,KR,PUS,PUS,1,C
2025-09,"ALPHA GLOBAL LOGISTICS, INC.(TYO)",AGTJ01,TAOKADA,YOK,PH,MIP,MIP,1,C
2025-09,"BOAT FLOW CO.,LTD.",BFCJ02,TAOKADA,MAI,HK,HKG,HKG,2,C
2025-09,"BRILLIANT TRANSPORT CO.,LTD.",BRIJ02,TAOKADA,TMK,NCN,SHA,SHA,1,C
2025-09,BRIGHTON OCEAN,BTOJ01,TAOKADA,OSA,AE,JEA,JEA,4,C
2025-09,DAISEN LOGITEM LLC,DAIJ80,TAOKADA,TOS,AE,SHJ,SHJ,8,C
2025-09,"DAIO KAIUN CO., LTD. (OSAKA)",DKOJ01,TAOKADA,IYM,KR,PUS,PUS,2,C
2025-09,HAKODATE INTERNATIONAL TRADING INC,HAIJ03,TAOKADA,TMK,AE,JEA,JEA,2,C
2025-09,"HYOKI KAIUN KAISHA, LTD.",HKKJ03,TAOKADA,YKK,KR,PUS,PUS,5,C
2025-09,"HEART JAPAN CO.,LTD.",HTJJ00,TAOKADA,MIZ,TH,LCH,LCH,1,C
2025-09,HANAI TRANSPORT,HTJJ03,TAOKADA,UKB,KR,INC,INC,1,C
2025-09,HANAI TRANSPORT,HTJJ03,TAOKADA,HKT,KR,INC,INC,2,C
2025-09,"IRIS LOGISTICS CO.,LTD.",IRSJ01,TAOKADA,YOK,IN,MAA,BLR,2,C
2025-09,JAPAN CONTAINER LINE,JCLJ15,TAOKADA,ONA,AE,JEA,JEA,2,C
2025-09,JAPAN CONTAINER LINE,JCLJ15,TAOKADA,ONA,MY,PKG,PKG,2,C
2025-09,KONOIKE SHIPPING(TOKYO),KISJ14,TAOKADA,SDJ,NCN,NBO,NBO,2,C
2025-09,"MITSUI-SOKO KYUSHU CO.,LTD.",MSKJ15,TAOKADA,MOJ,KR,PUS,PUS,1,C
2025-09,NISSIN CORPORATION,NCLJ78,TAOKADA,MIZ,KR,PUS,PUS,1,C
2025-09,NISSIN CORPORATION,NCLJ78,TAOKADA,UKB,MX,ZLO,ZLO,5,C
2025-09,NISSIN CORPORATION(KANAZAWA),NSCJ82,TAOKADA,KNZ,KR,PUS,PUS,1,C
2025-09,SANKYU IN. NAGOYA BRANCH,SANJ47,TAOKADA,YKK,KR,PUS,PUS,10,C
2025-09,SANKYU INC. YOKKAICHI BRANCH,SAYJ00,TAOKADA,YKK,KR,PUS,PUS,6,C
2025-09,SANKYU INC (OSAKA),SIKJ00,TAOKADA,MOJ,MX,ZLO,ZLO,1,C
2025-09,"SHINKAI CO.,LTD.",SKAJ04,TAOKADA,YOK,KR,PUS,PUS,2,C
2025-09,"TOYO LOGISTICS CO.,LTD.",TLCJ09,TAOKADA,NGO,KR,PUS,PUS,1,C
2025-09,"TOYO LOGISTICS CO.,LTD.",TLCJ09,TAOKADA,TOS,TH,LCH,LCH,2,C
2025-09,KYUSHU NISSIN CORPORAITON,KNCJ14,TTAKAYAMA,HKT,PH,MNL,MNL,3,C
2025-09,MITSUI & CO PLASTICS LTD.,MBPJ04,TTAKAYAMA,KIJ,ID,JKT,JKT,5,C
2025-09,MATSUKI UNYU,MUXJ00,TTAKAYAMA,YAT,KR,PUS,PUS,3,C
2025-09,"NAGATA PRODUCTS CO.,LTD.",NAGJ23,TTAKAYAMA,SKT,MY,PKG,PKG,2,C
2025-09,"NIPPON EXPRESS CO.,LTD. SHUNAN BRANCH",NESJ07,TTAKAYAMA,TKY,KR,PUS,PUS,1,C
2025-09,OSAKA ORGANIC CHEMICAL INDUSTRY LTD.,OOCJ00,TTAKAYAMA,KNZ,KR,PUS,PUS,2,C
2025-09,"TENKO CO.,LTD.",TENJ12,TTAKAYAMA,TYO,AE,JEA,JEA,1,C
2025-09,"TENKO CO.,LTD.",TENJ12,TTAKAYAMA,MOJ,MY,PKW,PKW,2,C
2025-09,"TENKO CO.,LTD.",TENJ12,TTAKAYAMA,SDJ,NCN,NBO,NBO,2,C
2025-09,"TENKO CO.,LTD.",TENJ12,TTAKAYAMA,SDJ,PH,MIP,MIP,12,C
2025-09,"WANGHAI INTERNATIONAL CO.,LTD.",WHIJ00,TTAKAYAMA,HSM,NCN,TAO,TAO,2,C
2025-10,"HANKYU HANSHIN EXPRESS CO.,LTD.(OSAKA)",HHEJ02,HIGUCHI,IMB,KR,PUS,PUS,1,C
2025-10,"HANO SYOTEN CO.,LTD.",HSTJ09,HIGUCHI,KMJ,KR,PUS,PUS,1,C
2025-10,KISWIRE CO.,KCXJ77,HIGUCHI,SDJ,KR,PUS,PUS,5,C
2025-10,"NIPPON EXPRESS CO.,LTD.MIZUSHIMA",MIZJ04,HIGUCHI,MIZ,KR,PUS,PUS,2,C
2025-10,"NIPPON EXPRESS CO.,LTD.MIZUSHIMA",MIZJ04,HIGUCHI,MIZ,ID,JKT,JKT,2,C
2025-10,NITTSU - NIIHAMA,NTTJ11,HIGUCHI,IYM,KR,PUS,PUS,3,C
2025-10,OCEAN LINKS LTD.,OLLJ01,HIGUCHI,TMK,HK,HKG,HKG,4,C
2025-10,"TOYOBO CO.,LTD.OSAKA,JAPAN",TCLJ33,HIGUCHI,TRG,NCN,SHA,SHA,2,C
2025-10,TAISHIN CORPORATION,TISH00,HIGUCHI,NGO,HK,HKG,HKG,2,C
2025-10,"SHOWA TRANSPORTATION CO.,LTD.",095601,JPLOCAL,FKY,NCN,TAO,TAO,4,C
2025-10,ADVANCED MATERIAL JAPAN CORPORATION,AVMJ01,JPLOCAL,AXT,IN,NSA,NSA,1,C
2025-10,"BRIDGING ASIA CO.,LTD.",BRIJ05,JPLOCAL,HIJ,PK,KHI,KHI,4,C
2025-10,"BRIDGING ASIA CO.,LTD.",BRIJ05,JPLOCAL,HIJ,MY,PKW,PKW,2,C
2025-10,"BRIDGING ASIA CO.,LTD.",BRIJ05,JPLOCAL,HIJ,HK,HKG,HKG,2,C
2025-10,"CALFINE CO.,LTD.",CLFJ01,JPLOCAL,FKY,KR,INC,INC,5,C
2025-10,DAICEL CORPORATION,DCCJ06,JPLOCAL,NAO,TH,LCH,LCH,1,C
2025-10,"EAST LIGHT CO.,LTD",EASJ03,JPLOCAL,HIJ,NCN,XGG,XGG,4,C
2025-10,"EHIME FOREIGN ACCESS ZONE CO.,LTD",EHFA01,JPLOCAL,MYJ,SG,SIN,SIN,2,C
2025-10,FUJI NIHON CORPORATION,FNSJ00,JPLOCAL,AXT,TH,BKK,BKK,1,C
2025-10,FOSECO JAPAN LIMITED,FOJA01,JPLOCAL,THS,KR,PUS,PUS,1,C
2025-10,FRP SERVICES AND COMPANY,FSCJ01,JPLOCAL,IMI,VN,SGN,SGN,1,C
2025-10,"GRAND GALLAERY CO.,LTD.",GERJ01,JPLOCAL,THS,KR,PUS,PUS,1,C
2025-10,"GRAND GALLAERY CO.,LTD.",GERJ01,JPLOCAL,THS,KR,INC,INC,1,C
2025-10,"HOKURIKU COLOR FOAM CO.,LTD.",HCFJ00,JPLOCAL,KNZ,TH,LCH,LCH,1,C
2025-10,"HIT CO.,LTD.",HITJ08,JPLOCAL,KNZ,NCN,DLC,DLC,2,C
2025-10,"HAYASHI KASEI CO., LTD.",HKCJ02,JPLOCAL,FKY,TH,LCH,LCH,1,C
2025-10,"HAYASHI KASEI CO., LTD.",HKCJ02,JPLOCAL,FKY,KR,INC,INC,4,C
2025-10,"HAMOCO JAPAN CO.,LTD.",HMCJ23,JPLOCAL,THS,NCN,SHA,SHA,1,C
2025-10,"INOUE SHOOTEN CO.,LTD.",INUJ00,JPLOCAL,THS,KR,PUS,PUS,2,C
2025-10,"ISEKI & CO.,LTD. (MYJ)",ISEJ23,JPLOCAL,MYJ,ID,SUB,SUB,1,C
2025-10,"ITSUKI FOODS CO.,LTD",ITUJ01,JPLOCAL,KMJ,TH,BKK,BKK,1,C
2025-10,"JMS CO., LTD.",JCLJ06,JPLOCAL,HIJ,NCN,DLC,DLC,1,C
2025-10,"JAPAN MATERIAL CO.,LTD.",JMTJ06,JPLOCAL,SKT,KR,PUS,PUS,3,C
2025-10,"JAPAN MATERIAL CO.,LTD.",JSJ002,JPLOCAL,IMI,KR,PUS,PUS,1,C
2025-10,"KAIHO INDUSTRY CO.,LTD.",KIJJ06,JPLOCAL,KNZ,MY,PKW,PKW,4,C
2025-10,"KAIHO INDUSTRY CO.,LTD.",KIJJ06,JPLOCAL,KNZ,MY,PKW,PKW,4,C
2025-10,"KJM CO., LTD.",KJMJ05,JPLOCAL,KMJ,KR,PUS,PUS,6,C
2025-10,"KANAZAWA KOUN CO., LTD.",KNZJ01,JPLOCAL,KNZ,NCN,SHA,SHA,1,C
2025-10,"KOWA SHOJI CO., LTD.",KSXJ20,JPLOCAL,IMI,TH,BKK,BKK,1,C
2025-10,"KYOWA KIKOH CO.,LTD..",KYKJ03,JPLOCAL,IMI,VN,SGN,SGN,1,C
2025-10,"MATSUTANI CHEMICAL IND. CO., LTD.",MCIJ01,JPLOCAL,OSA,KR,PUS,PUS,1,C
2025-10,MITSUBISHI ELECTRIC CORPORATION,MECJ12,JPLOCAL,THS,TH,BKK,BKK,2,C
2025-10,"CHEMOURS-MITSUI FLUOROPRODUCTS CO.,LTD.",MICJ45,JPLOCAL,SMZ,KR,PUS,PUS,1,C
2025-10,"NAKASHIMA PROPELLER CO.,LTD.",NAKJ00,JPLOCAL,MIZ,PH,MIP,MIP,1,C
2025-10,"NAKASHIMA PROPELLER CO.,LTD.",NAKJ00,JPLOCAL,MIZ,VN,HPH,HPH,2,C
2025-10,"NOBUHARA TRADING CO., LTD.",NBAJ00,JPLOCAL,FKY,PH,MIP,MIP,1,C
2025-10,"NIPPON EXPRESS CO., LTD. OOTAKE BRANCH",NEOJ08,JPLOCAL,IWK,NCN,TCG,TCG,2,C
2025-10,"NIPPON EXPRESS CO., LTD. OOTAKE BRANCH",NEOJ08,JPLOCAL,IWK,SCN,SHK,SHK,1,C
2025-10,NAGASAKI PREFECTURE TRADING,NPTJ03,JPLOCAL,NGS,KR,PUS,PUS,1,C
2025-10,NIPPON STEEL&SUMIKIN BUSSAN(NAOETSU),NSSJ21,JPLOCAL,NAO,VN,SGN,SGN,2,C
2025-10,"N TRADE CO.,LTD.",NTRJ06,JPLOCAL,MYJ,SCN,XMN,XMN,6,C
2025-10,"OCHIAI CUTLERY MFG CO., LTD.",OCMJ00,JPLOCAL,SMZ,KR,INC,INC,3,C
2025-10,"NIPPON EXPRESS CO.,LTD.OITA",OITNEC,JPLOCAL,OIT,KR,PUS,PUS,6,C
2025-10,PLUS KIKOU ENGINEERING,PLEJ01,JPLOCAL,MYJ,KR,PUS,PUS,1,C
2025-10,RIMTEC CORPORATION,RCXJ13,JPLOCAL,MIZ,NCN,SHA,SHA,2,C
2025-10,RIMTEC CORPORATION,RCXJ13,JPLOCAL,MIZ,TH,LCH,LCH,1,C
2025-10,SAMPO CORPORATION,SAMJ10,JPLOCAL,SMZ,KR,PUS,PUS,6,C
2025-10,"SEIHOU CO.,LTD",SEIJ45,JPLOCAL,THS,KR,PUS,PUS,2,C
2025-10,"SEKIEISYA CO.,LTD.",SEKJ05,JPLOCAL,MYJ,SCN,XMN,XMN,5,C
2025-10,"SEIWA FERTILIZER IND.CO.,LTD.",SFIJ12,JPLOCAL,SMN,KR,PUS,PUS,1,C
2025-10,"SUGIYO CO., LTD.",SGYJ00,JPLOCAL,KNZ,HK,HKG,HKG,3,C
2025-10,NX SENDAI SHIOGAMA KOUN,SHIJ01,JPLOCAL,SDJ,HK,HKG,HKG,1,C
2025-10,"NX SAKAIMINATO KAIRIKU CO.,LTD.",SKRJ07,JPLOCAL,SMN,KR,PUS,PUS,10,C
2025-10,NEO GAIA INC.,SNWJ07,JPLOCAL,AXT,IN,NSA,NSA,2,C
2025-10,SHOWA RIKUUN,SWRJ00,JPLOCAL,FKY,NCN,SHA,SHA,4,C
2025-10,"TAIKO CO.,LTD.",TAKJ01,JPLOCAL,THS,NCN,SHA,SHA,1,C
2025-10,"TOEI MIYAMA CO., LTD.",TEMJ04,JPLOCAL,AXT,NCN,SHA,SHA,2,C
2025-10,"TETSUYUU CO.,LTD",TETJ06,JPLOCAL,TOS,TH,LCH,LCH,2,C
2025-10,TOGAMI ELECTRIC MFG CO.LTD.,TGGJ01,JPLOCAL,IMI,NCN,SHA,SHA,4,C
2025-10,TOMAKOMAI HOKUSO KOUN,THKJ03,JPLOCAL,TMK,TH,BKK,BKK,1,C
2025-10,TIM CO.LTD.,TIMJ02,JPLOCAL,SKT,SCN,SHK,SHK,1,C
2025-10,"TAKAMATA MANUFACTURING CO., LTD.",TMCJ15,JPLOCAL,KIJ,PH,MIP,MIP,2,C
2025-10,"TETSUMAN CO.,LTD.",TMNJ05,JPLOCAL,IMI,HK,HKG,HKG,6,C
2025-10,TOMITA UNYU,TMUJ00,JPLOCAL,SDJ,KR,PUS,PUS,4,C
2025-10,"TOYOKO KAGAKU CO.,LTD.",TYKK00,JPLOCAL,SKT,KR,PUS,PUS,1,C
2025-10,UACJ TRADING CORPORATION,UACJ00,JPLOCAL,THS,KR,PUS,PUS,2,C
2025-10,"YAMASHITA KAISOUTEN CO.,LTD. SHIBUSHI BRANCH",YAKJ03,JPLOCAL,SBS,PH,MIP,MIP,2,C
2025-10,YAO CAST TECH CORP.,YCTJ02,JPLOCAL,KMJ,KR,PUS,PUS,2,C
2025-10,YAMAMOTO SYOUJI. CO. LTD,YMTJ18,JPLOCAL,THS,SCN,SSN,SSN,8,C
2025-10,"ACE LOGISTICS CO.,LTD.",ALCJ07,KANAUMI,UKB,KR,PUS,PUS,1,C
2025-10,"FUKUYAMA TRANSPORTING GLOBAL CO.,LTD.",FGSJ02,KANAUMI,TMK,KR,PUS,PUS,1,C
2025-10,FUJINAMI WAREHOUSE,FJNJ01,KANAUMI,OSA,ID,JKT,JKT,4,C
2025-10,"FUKUYAMA TRANSPORTING CO.,LTD.",FTCJ28,KANAUMI,TMK,TH,LCH,LCH,2,C
2025-10,GEBRUDER WEISS K.K.,GBDJ01,KANAUMI,NGO,KR,INC,INC,2,C
2025-10,MATSUSHITA YUKIO,MATJ18,KANAUMI,TAK,MY,PKW,PKW,2,C
2025-10,MUSASHI BOEKI TSUKAN,MBTJ07,KANAUMI,TAK,PK,KHI,KHI,2,C
2025-10,"MARUZEN CHEMICALS CO., LTD.",MCCJ03,KANAUMI,OSA,KR,PUS,PUS,2,C
2025-10,"MORITA & CO.,LTD.",MICJ14,KANAUMI,OSA,PH,MNL,MNL,1,C
2025-10,"NITTO FUNKA TRADING CO.,LTD.",NFTJ01,KANAUMI,FKY,MY,PKW,PKW,1,C
2025-10,"NITTO FUNKA TRADING CO.,LTD.",NFTJ01,KANAUMI,FKY,KR,INC,INC,6,C
2025-10,"SANNOU BUTSURYU CO., LTD.",SBCJ08,KANAUMI,MAI,KR,KAN,KAN,6,C
2025-10,"SANNOU BUTSURYU CO., LTD.",SBCJ08,KANAUMI,MAI,KR,PUS,PUS,4,C
2025-10,"SUMIWA KOUN CO.,LTD.",SKCJ19,KANAUMI,MIZ,KR,PUS,PUS,1,C
2025-10,SHINSHO CORPORATION,SSCJ92,KANAUMI,MIZ,TH,BKK,BKK,1,C
2025-10,SEIWA INTERNATIONAL,SWIJ07,KANAUMI,UKB,PH,MIP,MIP,4,C
2025-10,"TAIYO UNYU CO.,LTD. (OSA)",TAIJ18,KANAUMI,TOS,VN,HPH,HPH,2,C
2025-10,EXNET CORPORATION,ENCJ04,KIMDB,NGO,PH,MIP,MIP,2,C
2025-10,EXNET CORPORATION,ENCJ04,KIMDB,NGO,PH,MIP,MIP,2,C
2025-10,FRP SERVICES & COMPANY (TOKYO),FSCJ31,KIMDB,ONA,KR,PUS,PUS,5,C
2025-10,"GOLDWAY LOGISTICS SERVICE JAPAN CO., LTD.",GDWA01,KIMDB,SDJ,KR,PUS,PUS,1,C
2025-10,"HUBNET CO.,LTD.",HBNJ01,KIMDB,YOK,MX,ZLO,ZLO,6,C
2025-10,"JAPAN OVERSEAS TRANSPORT CO., LTD.",JOTJ02,KIMDB,YOK,PH,MIP,MIP,6,C
2025-10,"JY JAPAN CO.,LTD.",JYJJ00,KIMDB,UKB,KR,PUS,PUS,2,C
2025-10,"JY JAPAN CO.,LTD.",JYJJ00,KIMDB,TOS,KR,PUS,PUS,1,C
2025-10,"KOHWA SANSHOW CO., LTD.",KOHJ08,KIMDB,OSA,SCN,SSN,SSN,2,C
2025-10,NNR GLOBAL LOGISTICS (OSA),NNRJ05,KIMDB,UKB,KR,PUS,PUS,1,C
2025-10,OG CORP (OSA),OGPJ00,KIMDB,YOK,VN,SGN,SGN,1,C
2025-10,"RYOUSHIN TRANSPORTATION CO., LTD.",RSTJ00,KIMDB,SMN,IN,NSA,NSA,7,C
2025-10,"SCHENKER-SEINO CO., LTD. (OSA)",SCHJ00,KIMDB,OSA,KR,PUS,PUS,6,C
2025-10,"SEINO LOGIX CO.,LTD",SOLJ55,KIMDB,OSA,PH,MNL,MNL,1,C
2025-10,"SCHENKER-SEINO CO.,LTD",SSCJ21,KIMDB,HIJ,SG,SIN,SIN,2,C
2025-10,"SCHENKER-SEINO CO.,LTD",SSCJ21,KIMDB,TMK,MY,PKG,PKG,2,C
2025-10,"TEIJIN FRONTIER CO., LTD.",TEIJ07,KIMDB,MYJ,KR,PUS,PUS,2,C
2025-10,TRANS GLOBAL LOGISTICS,TGLJ01,KIMDB,NGO,MX,ZLO,ZLO,3,C
2025-10,TAKAHASHI TRADING,TTCJ83,KIMDB,SDJ,TH,LCH,LKB,1,C
2025-10,TAKAHASHI TRADING,TTCJ83,KIMDB,KIJ,TH,LCH,LKB,1,C
2025-10,TAKAHASHI TRADING,TTCJ83,KIMDB,HKT,TH,LCH,LKB,3,C
2025-10,"HYOSHOKU CO.,LTD.",USSJ00,KIMDB,TMK,HK,HKG,HKG,1,C
2025-10,ALISPED JAPAN LTD.,ALPJ05,MINATO,HKT,MX,ZLO,ZLO,1,C
2025-10,"AOYAMA TSUSHO CO.,LTD.",ATCJ50,MINATO,OSA,KR,PUS,PUS,6,C
2025-10,"AOYAMA TSUSHO CO.,LTD.",ATCJ50,MINATO,OSA,KR,INC,INC,1,C
2025-10,ATOM LOGISTICS (TOKYO),ATML00,MINATO,KIJ,MY,PKG,PKG,2,C
2025-10,ATOM LOGISTICS (TOKYO),ATML00,MINATO,YOK,AE,JEA,JEA,2,C
2025-10,ATOM LOGISTICS (TOKYO),ATML00,MINATO,KIJ,MY,PEN,PEN,4,C
2025-10,"ASAHI YOKO CO., LTD.",AYCJ02,MINATO,SDJ,KR,PUS,PUS,2,C
2025-10,"BE ONE CO.,LTD.",BEOJ01,MINATO,HKT,MY,PKG,PKG,2,C
2025-10,BULKHAUL LIMITED,BJKJ01,MINATO,MIZ,KR,PUS,PUS,1,C
2025-10,BNX SHIPPING INC,BNXJ00,MINATO,YOK,KR,PUS,PUS,1,C
2025-10,"BANSO LOGISTICS CO.,LTD.",BSLJ01,MINATO,YKK,SCN,HUA,HUA,1,C
2025-10,"BANSO LOGISTICS CO.,LTD.",BSLJ01,MINATO,YKK,SCN,YTN,YTN,2,C
2025-10,CN LOGISTICS (JAPAN) LIMITED,CNLJ02,MINATO,SBS,SG,SIN,SIN,1,C
2025-10,CN LOGISTICS (JAPAN) LIMITED,CNLJ02,MINATO,KIJ,HK,HKG,HKG,1,C
2025-10,CHUGOKU SHIPPING,CSXJ01,MINATO,HIJ,TH,LCH,LCH,1,C
2025-10,"DSV AIR & SEA CO.,LTD",DASJ00,MINATO,HKT,KR,PUS,PUS,5,C
2025-10,DACHSER JAPAN K.K.,DJKK01,MINATO,KMJ,HK,HKG,HKG,2,C
2025-10,"JC SHIPPING CO.,LTD.",DJLJ23,MINATO,ONA,NCN,TAO,TAO,1,C
2025-10,"DAIICHI KOGYO SEIYAKU CO., LTD.",DKSJ04,MINATO,OSA,KR,INC,INC,1,C
2025-10,"DSV AIR & SEA CO.,LTD TOKYO",DSVJ01,MINATO,YOK,KR,PUS,PUS,3,C
2025-10,DAIDO TRANS-PLANET CORPROATION,DTCJ23,MINATO,UKB,KR,PUS,PUS,2,C
2025-10,"DAIICHI TRANSPORTATION & TERMINAL CO., LTD",DTTJ09,MINATO,ISI,TH,LCH,LKB,2,C
2025-10,"DAIICHI TRANSPORTATION & TERMINAL CO., LTD",DTTJ09,MINATO,ISI,SG,SIN,SIN,2,C
2025-10,"FREIGHT ADVISOR CO., LTD.",FAVJ01,MINATO,IYM,VN,SGN,SGN,6,C
2025-10,FLYING FISH INC.,FFSJ02,MINATO,THS,ID,JKT,JKT,1,C
2025-10,FLYING FISH INC.,FFSJ02,MINATO,ISI,VN,SGN,SGN,2,C
2025-10,FRIENDLY SHIPPING,FRNJ00,MINATO,OSA,KR,INC,INC,2,C
2025-10,G.T.P. INC.,GTPJ01,MINATO,TOS,SG,SIN,SIN,3,C
2025-10,"TRUSTLINER LOGISTICS CO., LTD.",HKXJ11,MINATO,YOK,ID,JKT,JKT,1,C
2025-10,"HIGASHI NIHON KOUN CO.,LTD.",HNKJ01,MINATO,KIJ,NCN,DLC,DLC,4,C
2025-10,H&P LOGIS JAPAN INC.,HPLJ00,MINATO,MOJ,KR,PUS,PUS,1,C
2025-10,HELLMANN WORLDWIDE LOGISTICS INC.,HWLJ00,MINATO,YOK,PH,MIP,MIP,3,C
2025-10,"I.H.M.TRADE CO.,LTD.",IHMJ02,MINATO,TMK,PH,MNL,MNL,1,C
